order_number,employee_id,employee_name,job_title,sales_region,order_date,order_type,customer_type,customer_name,customer_state,product_category,product_number,produce_name,quantity,unit_price,sale_price
1107932,900010428,Colby Hallberg,Sales Representative,N Central East,22/01/2021,Retail,Individual,Mareah Bernade,Minnesota,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,2,27,54
1107938,900010428,Colby Hallberg,Sales Representative,N Central East,23/01/2021,Retail,Individual,Roselle Knevit,Illinois,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,1,114,114
1107937,900010428,Colby Hallberg,Sales Representative,N Central East,23/01/2021,Retail,Individual,Aldin Gowdridge,Illinois,Bath products,BP105,Lavender and Olive Oil Lotion,1,9.99,9.99
1107991,900010428,Colby Hallberg,Sales Representative,N Central East,31/01/2021,Retail,Individual,Nicolle Mees,Minnesota,Bath products,BP101,Lavender and Olive Bath Salts,4,8.5,34
1102884,900010836,Constantine Acosta,Senior Sales Representative,Northwest,03/02/2019,Retail,Individual,Dorie Westmacott,Alaska,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,4,123,492
1102989,900010836,Constantine Acosta,Senior Sales Representative,Northwest,16/02/2019,Retail,Individual,Jennette Kerridge,Alaska,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,3,26,78
1103229,900010836,Constantine Acosta,Senior Sales Representative,Northwest,25/03/2019,Retail,Individual,Debee Syrad,Washington,Bath products,BP500,Vanilla and Olive Oil Body Soap,1,7.45,7.45
1103239,900010836,Constantine Acosta,Senior Sales Representative,Northwest,28/03/2019,Retail,Individual,Sigvard Canon,Washington,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,2,14.5,29
1103305,900010836,Constantine Acosta,Senior Sales Representative,Northwest,06/04/2019,Wholesale,Business,Green LLC,Washington,Bath products,BP300,Mandarin and Olive Body Soap,4,7.45,29.8
1103350,900010836,Constantine Acosta,Senior Sales Representative,Northwest,12/04/2019,Retail,Individual,Brittney Whiteman,Washington,Bath products,BP503,Vanilla and Olive Oil Bar Soap,2,5.99,11.98
1103413,900010836,Constantine Acosta,Senior Sales Representative,Northwest,21/04/2019,Retail,Individual,Ellynn Stopps,Washington,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,4,14.5,58
1103427,900010836,Constantine Acosta,Senior Sales Representative,Northwest,22/04/2019,Retail,Individual,Betti Scriven,Oregon,Bath products,BP102,Lavender and Olive Candle,4,6.99,27.96
1103454,900010836,Constantine Acosta,Senior Sales Representative,Northwest,26/04/2019,Retail,Individual,Garrard Kave,Washington,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,3,123,369
1103502,900010836,Constantine Acosta,Senior Sales Representative,Northwest,01/05/2019,Wholesale,Business,Mitchell Inc,Washington,Bath products,BP500,Vanilla and Olive Oil Body Soap,9,7.45,67.05
1103503,900010836,Constantine Acosta,Senior Sales Representative,Northwest,01/05/2019,Retail,Individual,Germaine Farran,Idaho,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,1,234,234
1103522,900010836,Constantine Acosta,Senior Sales Representative,Northwest,03/05/2019,Retail,Individual,Terry Fern,Washington,Bath products,BP500,Vanilla and Olive Oil Body Soap,4,7.45,29.8
1103527,900010836,Constantine Acosta,Senior Sales Representative,Northwest,04/05/2019,Retail,Individual,Garrard Kave,Washington,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,1,16.75,16.75
1103573,900010836,Constantine Acosta,Senior Sales Representative,Northwest,10/05/2019,Retail,Individual,Jewell de Keep,Washington,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,2,123,246
1103626,900010836,Constantine Acosta,Senior Sales Representative,Northwest,18/05/2019,Retail,Individual,Allissa Johananov,Washington,Bath products,BP101,Lavender and Olive Bath Salts,4,8.5,34
1103890,900010836,Constantine Acosta,Senior Sales Representative,Northwest,26/06/2019,Retail,Individual,Raff Fulk,Idaho,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,1,234,234
1103919,900010836,Constantine Acosta,Senior Sales Representative,Northwest,01/07/2019,Retail,Individual,Winona Crewe,Alaska,Bath products,BP505,Vanilla and Olive Oil Lotion,1,9.99,9.99
1104073,900010836,Constantine Acosta,Senior Sales Representative,Northwest,21/07/2019,Retail,Individual,Allissa Johananov,Washington,Bath products,BP101,Lavender and Olive Bath Salts,2,8.5,17
1104277,900010836,Constantine Acosta,Senior Sales Representative,Northwest,19/08/2019,Retail,Individual,Myca Clemo,Washington,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,3,45,135
1104274,900010836,Constantine Acosta,Senior Sales Representative,Northwest,19/08/2019,Retail,Individual,Tabby Reford,Oregon,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,2,234,468
1104331,900010836,Constantine Acosta,Senior Sales Representative,Northwest,27/08/2019,Retail,Individual,Myca Clemo,Washington,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,4,114,456
1104358,900010836,Constantine Acosta,Senior Sales Representative,Northwest,31/08/2019,Retail,Individual,Jennette Kerridge,Alaska,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,3,123,369
1104413,900010836,Constantine Acosta,Senior Sales Representative,Northwest,09/09/2019,Retail,Individual,Vonnie Purvey,Oregon,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,4,123,492
1104462,900010836,Constantine Acosta,Senior Sales Representative,Northwest,16/09/2019,Retail,Individual,Deane Bromage,Washington,Gift Basket,GB105,Chili EVOO Gift Basket,4,75,300
1104921,900010836,Constantine Acosta,Senior Sales Representative,Northwest,22/11/2019,Retail,Individual,Garik Pinkerton,Oregon,Bath products,BP101,Lavender and Olive Bath Salts,4,8.5,34
1105027,900010836,Constantine Acosta,Senior Sales Representative,Northwest,06/12/2019,Retail,Individual,Dorie Westmacott,Alaska,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,3,14.5,43.5
1105144,900010836,Constantine Acosta,Senior Sales Representative,Northwest,26/12/2019,Retail,Individual,Mace Ponde,Idaho,Olive Oil,OO302,Chili Extra Virgin Olive Oil,3,26,78
1105199,900010836,Constantine Acosta,Senior Sales Representative,Northwest,02/01/2020,Retail,Individual,Raff Fulk,Idaho,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,4,234,936
1105298,900010836,Constantine Acosta,Senior Sales Representative,Northwest,17/01/2020,Retail,Individual,Garik Pinkerton,Oregon,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,2,45,90
1105347,900010836,Constantine Acosta,Senior Sales Representative,Northwest,24/01/2020,Retail,Individual,Ailsun Gever,Alaska,Gift Basket,GB101,Infused EVOO Gift Basket,2,75,150
1105377,900010836,Constantine Acosta,Senior Sales Representative,Northwest,28/01/2020,Wholesale,Business,Mitchell Inc,Washington,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,8,234,1872
1105637,900010836,Constantine Acosta,Senior Sales Representative,Northwest,07/03/2020,Retail,Individual,Germaine Farran,Idaho,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,1,234,234
1105645,900010836,Constantine Acosta,Senior Sales Representative,Northwest,08/03/2020,Retail,Individual,Ailsun Gever,Alaska,Bath products,BP302,Mandarin and Olive Candle,2,6.99,13.98
1105673,900010836,Constantine Acosta,Senior Sales Representative,Northwest,11/03/2020,Retail,Individual,Sigvard Canon,Washington,Bath products,BP101,Lavender and Olive Bath Salts,4,8.5,34
1105756,900010836,Constantine Acosta,Senior Sales Representative,Northwest,23/03/2020,Retail,Individual,Charlena Mayworth,Alaska,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,1,26,26
1105852,900010836,Constantine Acosta,Senior Sales Representative,Northwest,05/04/2020,Retail,Individual,Vonnie Purvey,Oregon,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,2,24.5,49
1105940,900010836,Constantine Acosta,Senior Sales Representative,Northwest,19/04/2020,Wholesale,Business,Green LLC,Washington,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,3,234,702
1106074,900010836,Constantine Acosta,Senior Sales Representative,Northwest,11/05/2020,Retail,Individual,Deane Bromage,Washington,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,1,234,234
1106115,900010836,Constantine Acosta,Senior Sales Representative,Northwest,16/05/2020,Retail,Individual,Jewell de Keep,Washington,Bath products,BP100,Lavender and Olive Body Soap,4,7.45,29.8
1106142,900010836,Constantine Acosta,Senior Sales Representative,Northwest,18/05/2020,Retail,Individual,Tabby Reford,Oregon,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,3,35,105
1106151,900010836,Constantine Acosta,Senior Sales Representative,Northwest,20/05/2020,Retail,Individual,Sigvard Canon,Washington,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,1,114,114
1106435,900010836,Constantine Acosta,Senior Sales Representative,Northwest,28/06/2020,Retail,Individual,Ellynn Stopps,Washington,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,3,123,369
1106444,900010836,Constantine Acosta,Senior Sales Representative,Northwest,30/06/2020,Wholesale,Business,Green LLC,Washington,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,5,114,570
1106494,900010836,Constantine Acosta,Senior Sales Representative,Northwest,06/07/2020,Wholesale,Business,Green LLC,Washington,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,1,45,45
1106520,900010836,Constantine Acosta,Senior Sales Representative,Northwest,09/07/2020,Retail,Individual,Germaine Farran,Idaho,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,4,45,180
1106764,900010836,Constantine Acosta,Senior Sales Representative,Northwest,10/08/2020,Retail,Individual,Myca Clemo,Washington,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,3,24.5,73.5
1106786,900010836,Constantine Acosta,Senior Sales Representative,Northwest,12/08/2020,Retail,Individual,Mace Ponde,Idaho,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,2,35,70
1106923,900010836,Constantine Acosta,Senior Sales Representative,Northwest,01/09/2020,Retail,Individual,Charlena Mayworth,Alaska,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,1,234,234
1107031,900010836,Constantine Acosta,Senior Sales Representative,Northwest,16/09/2020,Retail,Individual,Brittney Whiteman,Washington,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,1,17.5,17.5
1107213,900010836,Constantine Acosta,Senior Sales Representative,Northwest,13/10/2020,Retail,Individual,Garrard Kave,Washington,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,2,26,52
1107253,900010836,Constantine Acosta,Senior Sales Representative,Northwest,20/10/2020,Retail,Individual,Garik Pinkerton,Oregon,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,1,16.75,16.75
1107396,900010836,Constantine Acosta,Senior Sales Representative,Northwest,10/11/2020,Retail,Individual,Terry Fern,Washington,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,2,234,468
1107457,900010836,Constantine Acosta,Senior Sales Representative,Northwest,18/11/2020,Wholesale,Business,Mitchell Inc,Washington,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,2,234,468
1107727,900010836,Constantine Acosta,Senior Sales Representative,Northwest,24/12/2020,Retail,Individual,Jennette Kerridge,Alaska,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,4,45,180
1107810,900010836,Constantine Acosta,Senior Sales Representative,Northwest,03/01/2021,Retail,Individual,Betti Scriven,Oregon,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,3,234,702
1107842,900010836,Constantine Acosta,Senior Sales Representative,Northwest,09/01/2021,Retail,Individual,Debee Syrad,Washington,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,2,14.5,29
1107926,900010836,Constantine Acosta,Senior Sales Representative,Northwest,21/01/2021,Retail,Individual,Winona Crewe,Alaska,Bath products,BP301,Mandarin and Olive Bath Salts,3,8.5,25.5
1107976,900010836,Constantine Acosta,Senior Sales Representative,Northwest,27/01/2021,Retail,Individual,Charlena Mayworth,Alaska,Bath products,BP502,Vanilla and Olive Oil Candle,3,6.99,20.97
1107995,900010836,Constantine Acosta,Senior Sales Representative,Northwest,31/01/2021,Retail,Individual,Jewell de Keep,Washington,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,2,234,468
1102897,900015003,Cynthia Cash,Sales Associate III,Southeast,05/02/2019,Retail,Individual,Kennan Gonnin,Florida,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,2,45,90
1102907,900015003,Cynthia Cash,Sales Associate III,Southeast,06/02/2019,Wholesale,Business,Predovic LLC,Georgia,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,13,24.5,318.5
1102940,900015003,Cynthia Cash,Sales Associate III,Southeast,10/02/2019,Retail,Individual,Dannie Geockle,Florida,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,3,45,135
1103057,900015003,Cynthia Cash,Sales Associate III,Southeast,26/02/2019,Retail,Individual,Jobyna Jordan,Florida,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,4,234,936
1103077,900015003,Cynthia Cash,Sales Associate III,Southeast,03/03/2019,Retail,Individual,Cassandre Oldall,Georgia,Bath products,BP301,Mandarin and Olive Bath Salts,3,8.5,25.5
1103087,900015003,Cynthia Cash,Sales Associate III,Southeast,06/03/2019,Retail,Individual,Joye Coase,Florida,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,1,14.5,14.5
1103127,900015003,Cynthia Cash,Sales Associate III,Southeast,14/03/2019,Retail,Individual,Austina Rivlin,Georgia,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,2,114,228
1103257,900015003,Cynthia Cash,Sales Associate III,Southeast,31/03/2019,Retail,Individual,Alvie Gawthrope,Florida,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,4,35,140
1103261,900015003,Cynthia Cash,Sales Associate III,Southeast,31/03/2019,Retail,Individual,Kathlin Agar,Georgia,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,2,123,246
1103270,900015003,Cynthia Cash,Sales Associate III,Southeast,02/04/2019,Retail,Individual,Cassandre Oldall,Georgia,Bath products,BP505,Vanilla and Olive Oil Lotion,1,9.99,9.99
1103318,900015003,Cynthia Cash,Sales Associate III,Southeast,07/04/2019,Retail,Individual,Hetty Insworth,Georgia,Bath products,BP102,Lavender and Olive Candle,4,6.99,27.96
1103314,900015003,Cynthia Cash,Sales Associate III,Southeast,07/04/2019,Retail,Individual,Bealle Ferrolli,South Carolina,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,2,234,468
1103408,900015003,Cynthia Cash,Sales Associate III,Southeast,19/04/2019,Retail,Individual,Debor Agronski,Florida,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,3,16.75,50.25
1103486,900015003,Cynthia Cash,Sales Associate III,Southeast,29/04/2019,Retail,Individual,Thaddus Widdicombe,Florida,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,1,45,45
1103535,900015003,Cynthia Cash,Sales Associate III,Southeast,05/05/2019,Wholesale,Business,Yundt Inc,Florida,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,2,234,468
1103538,900015003,Cynthia Cash,Sales Associate III,Southeast,06/05/2019,Retail,Individual,Demetrius O' Liddy,Alabama,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,1,45,45
1103555,900015003,Cynthia Cash,Sales Associate III,Southeast,08/05/2019,Retail,Individual,Jareb Mingardi,Florida,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,4,27,108
1103575,900015003,Cynthia Cash,Sales Associate III,Southeast,11/05/2019,Retail,Individual,Hermy Dufer,Florida,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,2,123,246
1103645,900015003,Cynthia Cash,Sales Associate III,Southeast,22/05/2019,Wholesale,Business,Yundt Inc,Florida,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,12,234,2808
1103647,900015003,Cynthia Cash,Sales Associate III,Southeast,22/05/2019,Retail,Individual,Darin Bliven,South Carolina,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,1,114,114
1103692,900015003,Cynthia Cash,Sales Associate III,Southeast,28/05/2019,Retail,Individual,Forrest Lowdeane,Alabama,Bath products,BP102,Lavender and Olive Candle,3,6.99,20.97
1103723,900015003,Cynthia Cash,Sales Associate III,Southeast,04/06/2019,Retail,Individual,Nettie Overel,Florida,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,2,14.5,29
1103753,900015003,Cynthia Cash,Sales Associate III,Southeast,08/06/2019,Retail,Individual,Darius McQuaid,Georgia,Bath products,BP500,Vanilla and Olive Oil Body Soap,4,7.45,29.8
1103790,900015003,Cynthia Cash,Sales Associate III,Southeast,13/06/2019,Retail,Individual,Hermy Dufer,Florida,Gift Basket,GB104,Garlic EVOO Gift Basket,3,75,225
1103808,900015003,Cynthia Cash,Sales Associate III,Southeast,16/06/2019,Retail,Individual,Louisette Ditch,South Carolina,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,3,26,78
1103822,900015003,Cynthia Cash,Sales Associate III,Southeast,18/06/2019,Retail,Individual,Roxie Galea,Florida,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,3,24.5,73.5
1103875,900015003,Cynthia Cash,Sales Associate III,Southeast,24/06/2019,Wholesale,Business,Heller Inc,Florida,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,14,234,3276
1103944,900015003,Cynthia Cash,Sales Associate III,Southeast,03/07/2019,Retail,Individual,Dannie Geockle,Florida,Bath products,BP500,Vanilla and Olive Oil Body Soap,4,7.45,29.8
1103951,900015003,Cynthia Cash,Sales Associate III,Southeast,05/07/2019,Retail,Individual,Harland Sparke,Georgia,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,3,26,78
1103981,900015003,Cynthia Cash,Sales Associate III,Southeast,09/07/2019,Retail,Individual,Bria Bartosch,Georgia,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,4,123,492
1103994,900015003,Cynthia Cash,Sales Associate III,Southeast,10/07/2019,Retail,Individual,Pandora Punter,Florida,Bath products,BP500,Vanilla and Olive Oil Body Soap,3,7.45,22.35
1104030,900015003,Cynthia Cash,Sales Associate III,Southeast,15/07/2019,Retail,Individual,Mason Caddan,Georgia,Bath products,BP305,Mandarin and Olive Oil Lotion,2,9.99,19.98
1104050,900015003,Cynthia Cash,Sales Associate III,Southeast,17/07/2019,Retail,Individual,Darius McQuaid,Georgia,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,2,24.5,49
1104153,900015003,Cynthia Cash,Sales Associate III,Southeast,01/08/2019,Retail,Individual,Ellissa Penner,Florida,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,3,26,78
1104201,900015003,Cynthia Cash,Sales Associate III,Southeast,09/08/2019,Retail,Individual,Pandora Punter,Florida,Gift Basket,GB100,Organic EVOO Gift Basket,2,70,140
1104230,900015003,Cynthia Cash,Sales Associate III,Southeast,13/08/2019,Retail,Individual,Eugenia Baiden,Florida,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,2,70,140
1104305,900015003,Cynthia Cash,Sales Associate III,Southeast,23/08/2019,Retail,Individual,Dierdre Wagg,Georgia,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,4,114,456
1104354,900015003,Cynthia Cash,Sales Associate III,Southeast,30/08/2019,Retail,Individual,Bealle Ferrolli,South Carolina,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,2,45,90
1104390,900015003,Cynthia Cash,Sales Associate III,Southeast,05/09/2019,Wholesale,Business,Kilback Group,Florida,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,2,234,468
1104389,900015003,Cynthia Cash,Sales Associate III,Southeast,05/09/2019,Retail,Individual,Forrest Lowdeane,Alabama,Gift Basket,GB100,Organic EVOO Gift Basket,4,70,280
